start 08:41:02
08:41:07,-418,11605,3240
08:41:12,-418,11605,3240
08:41:17,-418,11605,3240
08:41:22,-418,11605,3240
08:41:27,-418,11605,3240
08:41:33,-417,11604,3246
08:41:38,-417,11604,3246
08:41:43,-417,11604,3246
08:41:48,-417,11604,3246
08:41:53,-417,11604,3246
08:41:58,-417,11604,3246
08:42:04,-417,11604,3246
08:42:09,-417,11604,3246
08:42:14,-417,11604,3246
08:42:19,-417,11604,3246
08:42:24,-417,11604,3246
08:42:29,-417,11604,3246
08:42:35,-418,11604,3238
08:42:40,-418,11604,3238
08:42:45,-418,11604,3238
08:42:50,-418,11604,3238
08:42:55,-418,11604,3238
08:43:00,-418,11604,3238
08:43:06,-418,11604,3238
08:43:11,-418,11604,3238
08:43:16,-418,11604,3238
08:43:21,-418,11604,3238
08:43:26,-418,11604,3238
08:43:31,-421,11600,3231
08:43:36,-421,11600,3231
08:43:42,-421,11600,3231
08:43:47,-421,11600,3231
08:43:52,-421,11600,3231
08:43:57,-421,11600,3231
08:44:02,-421,11600,3231
08:44:07,-421,11600,3231
08:44:13,-421,11600,3231
08:44:18,-421,11600,3231
08:44:23,-421,11600,3231
08:44:28,-421,11600,3231
08:44:33,-422,11598,3224
08:44:38,-422,11598,3224
08:44:44,-422,11598,3224
08:44:49,-422,11598,3224
08:44:54,-422,11598,3224
08:44:59,-422,11598,3224
08:45:04,-422,11598,3224
08:45:09,-422,11598,3224
08:45:15,-422,11598,3224
08:45:20,-422,11598,3224
08:45:25,-422,11598,3224
08:45:30,-417,11596,3216
08:45:35,-417,11596,3216
08:45:40,-417,11596,3216
08:45:46,-417,11596,3216
08:45:51,-417,11596,3216
08:45:56,-417,11596,3216
08:46:01,-417,11596,3216
08:46:06,-417,11596,3216
08:46:11,-417,11596,3216
08:46:16,-417,11596,3216
08:46:22,-417,11596,3216
08:46:27,-417,11596,3216
08:46:32,-424,11594,3209
08:46:37,-424,11594,3209
08:46:42,-424,11594,3209
08:46:47,-424,11594,3209
08:46:53,-424,11594,3209
08:46:58,-424,11594,3209
08:47:03,-424,11594,3209
