start 08:15:59
08:16:05,-424,11708,3431
08:16:10,-424,11708,3431
08:16:15,-424,11708,3431
08:16:20,-424,11708,3431
08:16:25,-424,11708,3431
08:16:30,-424,11708,3431
08:16:36,-424,11708,3431
08:16:41,-426,11706,3442
08:16:46,-426,11706,3442
08:16:51,-426,11706,3442
08:16:56,-426,11706,3442
08:17:01,-426,11706,3442
08:17:06,-426,11706,3442
08:17:12,-426,11706,3442
08:17:17,-426,11706,3442
08:17:22,-426,11706,3442
08:17:27,-426,11706,3442
08:17:32,-426,11706,3442
08:17:37,-426,11706,3442
08:17:43,-437,11705,3435
08:17:48,-437,11705,3435
08:17:53,-437,11705,3435
08:17:58,-437,11705,3435
08:18:03,-437,11705,3435
08:18:08,-437,11705,3435
08:18:14,-437,11705,3435
08:18:19,-437,11705,3435
08:18:24,-437,11705,3435
08:18:29,-437,11705,3435
08:18:34,-437,11705,3435
08:18:39,-428,11698,3427
08:18:45,-428,11698,3427
08:18:50,-428,11698,3427
08:18:55,-428,11698,3427
08:19:00,-428,11698,3427
08:19:05,-428,11698,3427
08:19:10,-428,11698,3427
08:19:16,-428,11698,3427
08:19:21,-428,11698,3427
08:19:26,-428,11698,3427
08:19:31,-428,11698,3427
08:19:36,-428,11698,3427
08:19:41,-491,11692,3420
08:19:47,-491,11692,3420
08:19:52,-491,11692,3420
08:19:57,-491,11692,3420
08:20:02,-491,11692,3420
08:20:07,-491,11692,3420
08:20:12,-491,11692,3420
08:20:18,-491,11692,3420
08:20:23,-491,11692,3420
08:20:28,-491,11692,3420
08:20:33,-491,11692,3420
08:20:38,-428,11683,3378
08:20:43,-428,11683,3378
08:20:48,-428,11683,3378
08:20:54,-428,11683,3378
08:20:59,-428,11683,3378
08:21:04,-428,11683,3378
08:21:09,-428,11683,3378
08:21:14,-428,11683,3378
08:21:19,-428,11683,3378
08:21:25,-428,11683,3378
08:21:30,-428,11683,3378
08:21:35,-428,11683,3378
08:21:40,-419,11692,3406
08:21:45,-419,11692,3406
08:21:50,-419,11692,3406
08:21:56,-419,11692,3406
08:22:01,-419,11692,3406
