start 09:13:18
09:13:23,-425,11508,2947
09:13:28,-425,11508,2947
09:13:33,-425,11508,2947
09:13:38,-425,11508,2947
09:13:43,-425,11508,2947
09:13:48,-757,11465,2876
09:13:54,-757,11465,2876
09:13:59,-757,11465,2876
09:14:04,-757,11465,2876
09:14:09,-757,11465,2876
09:14:14,-757,11465,2876
09:14:19,-757,11465,2876
09:14:24,-757,11465,2876
09:14:30,-757,11465,2876
09:14:35,-757,11465,2876
09:14:40,-757,11465,2876
09:14:45,-665,11456,2865
09:14:50,-665,11456,2865
09:14:55,-665,11456,2865
09:15:00,-665,11456,2865
09:15:06,-665,11456,2865
09:15:11,-665,11456,2865
09:15:16,-665,11456,2865
09:15:21,-665,11456,2865
09:15:26,-665,11456,2865
09:15:31,-665,11456,2865
09:15:37,-665,11456,2865
09:15:42,-665,11456,2865
09:15:47,-681,11454,2838
09:15:52,-681,11454,2838
09:15:57,-681,11454,2838
09:16:02,-681,11454,2838
09:16:07,-681,11454,2838
09:16:12,-681,11454,2838
09:16:18,-681,11454,2838
09:16:23,-681,11454,2838
09:16:28,-681,11454,2838
09:16:33,-681,11454,2838
09:16:38,-681,11454,2838
09:16:43,-681,11454,2838
09:16:48,-740,11451,2827
09:16:54,-740,11451,2827
09:16:59,-740,11451,2827
09:17:04,-740,11451,2827
09:17:09,-740,11451,2827
09:17:14,-740,11451,2827
09:17:19,-740,11451,2827
09:17:24,-740,11451,2827
09:17:30,-740,11451,2827
09:17:35,-740,11451,2827
09:17:40,-740,11451,2827
09:17:45,-576,11452,2816
09:17:50,-576,11452,2816
09:17:55,-576,11452,2816
09:18:00,-576,11452,2816
09:18:06,-576,11452,2816
09:18:11,-653,11449,2811
09:18:16,-653,11449,2811
09:18:21,-653,11449,2811
09:18:26,-653,11449,2811
09:18:31,-653,11449,2811
09:18:36,-653,11449,2811
09:18:42,-653,11449,2811
09:18:47,-653,11449,2811
09:18:52,-653,11449,2811
09:18:57,-653,11449,2811
09:19:02,-653,11449,2811
09:19:07,-653,11449,2811
09:19:12,-661,11445,2800
09:19:18,-661,11445,2800
