start 08:49:34
08:49:39,-475,11575,3170
08:49:44,-475,11575,3170
08:49:49,-475,11575,3170
08:49:55,-475,11575,3170
08:50:00,-475,11575,3170
08:50:05,-771,11514,3101
08:50:10,-771,11514,3101
08:50:15,-771,11514,3101
08:50:20,-771,11514,3101
08:50:25,-771,11514,3101
08:50:31,-771,11514,3101
08:50:36,-771,11514,3101
08:50:41,-771,11514,3101
08:50:46,-771,11514,3101
08:50:51,-771,11514,3101
08:50:56,-771,11514,3101
08:51:01,-690,11524,3090
08:51:07,-690,11524,3090
08:51:12,-690,11524,3090
08:51:17,-690,11524,3090
08:51:22,-690,11524,3090
08:51:27,-690,11524,3090
08:51:32,-690,11524,3090
08:51:37,-690,11524,3090
08:51:42,-690,11524,3090
08:51:48,-690,11524,3090
08:51:53,-690,11524,3090
08:51:58,-690,11524,3090
08:52:03,-672,11519,3079
08:52:08,-672,11519,3079
08:52:13,-672,11519,3079
08:52:18,-672,11519,3079
08:52:24,-672,11519,3079
08:52:29,-672,11519,3079
08:52:34,-672,11519,3079
08:52:39,-672,11519,3079
08:52:44,-672,11519,3079
08:52:49,-672,11519,3079
08:52:54,-672,11519,3079
08:53:00,-672,11519,3079
08:53:05,-771,11512,3068
08:53:10,-771,11512,3068
08:53:15,-771,11512,3068
08:53:20,-771,11512,3068
08:53:25,-771,11512,3068
08:53:30,-771,11512,3068
08:53:36,-771,11512,3068
08:53:41,-771,11512,3068
08:53:46,-771,11512,3068
08:53:51,-771,11512,3068
08:53:56,-771,11512,3068
08:54:01,-616,11527,3057
08:54:06,-616,11527,3057
08:54:12,-616,11527,3057
08:54:17,-616,11527,3057
08:54:22,-616,11527,3057
08:54:27,-616,11527,3057
08:54:32,-616,11527,3057
08:54:37,-616,11527,3057
08:54:42,-616,11527,3057
08:54:48,-616,11527,3057
08:54:53,-616,11527,3057
08:54:58,-616,11527,3057
08:55:03,-653,11518,3046
08:55:08,-653,11518,3046
08:55:13,-653,11518,3046
08:55:18,-668,11510,3043
08:55:23,-668,11510,3043
08:55:29,-668,11510,3043
08:55:34,-668,11510,3043
