[virglrs] vrend video: 55 frames  2.57 ms/frame  max 62.57 ms/command  7.0% of wall  (n=110 command over 2.0s)
[virglrs] vrend video: 60 frames  1.45 ms/frame  max 2.09 ms/command  4.4% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 61 frames  1.67 ms/frame  max 3.84 ms/command  5.1% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 60 frames  1.79 ms/frame  max 3.71 ms/command  5.4% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 62 frames  1.90 ms/frame  max 4.87 ms/command  5.9% of wall  (n=124 command over 2.0s)
[virglrs] vrend video: 60 frames  1.79 ms/frame  max 2.94 ms/command  5.4% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 62 frames  1.80 ms/frame  max 3.10 ms/command  5.5% of wall  (n=124 command over 2.0s)
[virglrs] vrend video: 60 frames  2.43 ms/frame  max 14.02 ms/command  7.2% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 62 frames  2.01 ms/frame  max 3.78 ms/command  6.2% of wall  (n=124 command over 2.0s)
[virglrs] vrend video: 65 frames  2.41 ms/frame  max 5.69 ms/command  7.8% of wall  (n=130 command over 2.0s)
[virglrs] vrend video: 66 frames  2.05 ms/frame  max 7.29 ms/command  6.7% of wall  (n=132 command over 2.0s)
[virglrs] vrend video: 60 frames  1.94 ms/frame  max 10.74 ms/command  5.8% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 61 frames  2.06 ms/frame  max 6.06 ms/command  6.2% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 61 frames  2.24 ms/frame  max 6.00 ms/command  6.8% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 60 frames  4.73 ms/frame  max 12.12 ms/command  14.1% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 66 frames  2.06 ms/frame  max 6.55 ms/command  6.8% of wall  (n=132 command over 2.0s)
[virglrs] vrend video: 66 frames  2.09 ms/frame  max 6.54 ms/command  6.9% of wall  (n=132 command over 2.0s)
[virglrs] vrend video: 61 frames  1.94 ms/frame  max 3.27 ms/command  5.9% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 60 frames  2.32 ms/frame  max 11.82 ms/command  6.9% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 64 frames  2.14 ms/frame  max 9.78 ms/command  6.9% of wall  (n=128 command over 2.0s)
[virglrs] vrend video: 65 frames  1.96 ms/frame  max 4.68 ms/command  6.4% of wall  (n=130 command over 2.0s)
[virglrs] vrend video: 63 frames  2.07 ms/frame  max 8.55 ms/command  6.5% of wall  (n=126 command over 2.0s)
[virglrs] vrend video: 65 frames  2.09 ms/frame  max 7.19 ms/command  6.8% of wall  (n=130 command over 2.0s)
[virglrs] vrend video: 63 frames  1.81 ms/frame  max 4.45 ms/command  5.7% of wall  (n=126 command over 2.0s)
[virglrs] vrend video: 64 frames  1.90 ms/frame  max 4.56 ms/command  6.1% of wall  (n=128 command over 2.0s)
[virglrs] vrend video: 63 frames  2.05 ms/frame  max 7.66 ms/command  6.4% of wall  (n=126 command over 2.0s)
[virglrs] vrend video: 44 frames  4.10 ms/frame  max 8.49 ms/command  8.9% of wall  (n=88 command over 2.0s)
