ts_ms,mem_total_kib,mem_free_kib,mem_available_kib,cached_kib,swap_free_kib,mem_some_avg10,mem_some_total_us,mem_full_avg10,mem_full_total_us,io_some_avg10,io_some_total_us,io_full_avg10,io_full_total_us,pgmajfault,pswpin,pswpout,pgscan_kswapd,pgsteal_kswapd,pgscan_direct,pgsteal_direct,kswapd_cpu_ticks
1786377440953,5330960,4456736,4198144,391904,6117360,0,368,0,23,234,531542,172,406116,556,0,0,0,0,0,0,0
1786377441203,5179408,4300928,4043136,392304,6117360,0,368,0,23,234,545597,172,418743,557,0,0,0,0,0,0,0
1786377441455,5068816,4193136,3936000,392768,6117360,0,368,0,23,234,559376,172,432152,557,0,0,0,0,0,0,0
1786377441706,5068816,4193136,3936000,392768,6117360,0,368,0,23,234,559376,172,432152,557,0,0,0,0,0,0,0
1786377441958,5068816,4193136,3936000,392768,6117360,0,368,0,23,234,559376,172,432152,557,0,0,0,0,0,0,0
1786377442212,5068816,4193136,3936000,392768,6117360,0,368,0,23,234,559376,172,432152,557,0,0,0,0,0,0,0
1786377442465,5068816,4193136,3936000,392768,6117360,0,368,0,23,227,559376,177,432152,557,0,0,0,0,0,0,0
1786377442718,5068816,4193136,3936000,392768,6117360,0,368,0,23,227,559376,177,432152,557,0,0,0,0,0,0,0
1786377442973,5068816,4193136,3936000,392768,6117360,0,368,0,23,227,559376,177,432152,557,0,0,0,0,0,0,0
1786377443225,4922384,4048032,3791472,392768,6117360,0,368,0,23,227,559376,177,432152,557,0,0,0,0,0,0,0
1786377443477,4806672,3932256,3676144,392768,6117360,0,368,0,23,227,559376,177,432152,557,0,0,0,0,0,0,0
1786377443731,4806672,3932256,3676144,392768,6117360,0,368,0,23,227,559376,177,432152,557,0,0,0,0,0,0,0
1786377443985,4806672,3932256,3676144,392768,6117360,0,368,0,23,227,559376,177,432152,557,0,0,0,0,0,0,0
1786377444242,4806672,3932256,3676144,392768,6117360,0,368,0,23,187,559376,145,432152,557,0,0,0,0,0,0,0
1786377444494,4806672,3932256,3676144,392768,6117360,0,368,0,23,187,559376,145,432152,557,0,0,0,0,0,0,0
1786377444750,4806672,3932256,3676144,392768,6117360,0,368,0,23,187,559376,145,432152,557,0,0,0,0,0,0,0
1786377445006,4806672,3932256,3676144,392768,6117360,0,368,0,23,187,559376,145,432152,557,0,0,0,0,0,0,0
1786377445257,4624400,3748512,3493104,392768,6117360,0,368,0,23,187,559376,145,432152,557,0,0,0,0,0,0,0
1786377445510,4544528,3671136,3416048,392768,6117360,0,368,0,23,187,559376,145,432152,557,0,0,0,0,0,0,0
1786377445760,4544528,3671136,3416048,387440,6117360,0,368,0,23,187,559376,145,432152,557,0,0,0,0,0,0,0
