[virglrs] video: VIRGLRS_DECODE_DELAY_MS makes every decode 15ms late
[virglrs] vrend video: 44 frames  20.23 ms/frame  max 85.79 ms/command  44.4% of wall  (n=88 command over 2.0s)
[virglrs] vrend video: 60 frames  18.36 ms/frame  max 24.37 ms/command  55.0% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 61 frames  20.79 ms/frame  max 28.37 ms/command  63.4% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 60 frames  21.48 ms/frame  max 30.16 ms/command  64.4% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 61 frames  22.55 ms/frame  max 29.36 ms/command  68.5% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 60 frames  22.51 ms/frame  max 32.70 ms/command  67.4% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 62 frames  22.72 ms/frame  max 27.47 ms/command  70.4% of wall  (n=124 command over 2.0s)
[virglrs] vrend video: 60 frames  23.09 ms/frame  max 30.63 ms/command  69.0% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 62 frames  23.18 ms/frame  max 32.65 ms/command  71.0% of wall  (n=124 command over 2.0s)
[virglrs] vrend video: 65 frames  22.62 ms/frame  max 30.50 ms/command  73.3% of wall  (n=130 command over 2.0s)
[virglrs] vrend video: 66 frames  22.22 ms/frame  max 30.63 ms/command  72.9% of wall  (n=132 command over 2.0s)
[virglrs] vrend video: 61 frames  23.28 ms/frame  max 29.96 ms/command  70.8% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 60 frames  21.83 ms/frame  max 28.98 ms/command  65.3% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 61 frames  22.33 ms/frame  max 28.59 ms/command  68.0% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 60 frames  23.33 ms/frame  max 30.19 ms/command  69.9% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 63 frames  22.18 ms/frame  max 30.72 ms/command  69.9% of wall  (n=126 command over 2.0s)
[virglrs] vrend video: 66 frames  22.98 ms/frame  max 27.69 ms/command  75.7% of wall  (n=132 command over 2.0s)
[virglrs] vrend video: 64 frames  23.05 ms/frame  max 29.89 ms/command  73.1% of wall  (n=128 command over 2.0s)
[virglrs] vrend video: 60 frames  22.87 ms/frame  max 26.79 ms/command  68.4% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 63 frames  22.70 ms/frame  max 30.25 ms/command  71.3% of wall  (n=126 command over 2.0s)
[virglrs] vrend video: 65 frames  23.49 ms/frame  max 47.80 ms/command  76.3% of wall  (n=130 command over 2.0s)
[virglrs] vrend video: 62 frames  22.59 ms/frame  max 42.24 ms/command  70.0% of wall  (n=124 command over 2.0s)
[virglrs] vrend video: 65 frames  24.27 ms/frame  max 37.02 ms/command  78.8% of wall  (n=130 command over 2.0s)
[virglrs] vrend video: 63 frames  23.07 ms/frame  max 30.52 ms/command  71.9% of wall  (n=126 command over 2.0s)
[virglrs] vrend video: 66 frames  22.46 ms/frame  max 29.21 ms/command  73.7% of wall  (n=132 command over 2.0s)
[virglrs] vrend video: 61 frames  22.49 ms/frame  max 28.11 ms/command  68.5% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 66 frames  22.45 ms/frame  max 28.62 ms/command  73.5% of wall  (n=132 command over 2.0s)
