[virglrs] vrend video: 46 frames  0.02 ms/frame  max 0.04 ms/command  0.0% of wall  (n=92 command over 2.0s)
[virglrs] vrend video: 60 frames  0.02 ms/frame  max 0.04 ms/command  0.1% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 61 frames  0.03 ms/frame  max 0.18 ms/command  0.1% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 60 frames  0.03 ms/frame  max 0.09 ms/command  0.1% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 61 frames  0.04 ms/frame  max 0.27 ms/command  0.1% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 61 frames  0.07 ms/frame  max 1.86 ms/command  0.2% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 60 frames  0.04 ms/frame  max 0.09 ms/command  0.1% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 61 frames  0.04 ms/frame  max 0.09 ms/command  0.1% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 61 frames  0.05 ms/frame  max 0.24 ms/command  0.2% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 61 frames  0.04 ms/frame  max 0.10 ms/command  0.1% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 61 frames  0.05 ms/frame  max 0.15 ms/command  0.1% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 61 frames  0.04 ms/frame  max 0.09 ms/command  0.1% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 60 frames  0.04 ms/frame  max 0.11 ms/command  0.1% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 61 frames  0.04 ms/frame  max 0.10 ms/command  0.1% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 60 frames  0.05 ms/frame  max 0.17 ms/command  0.1% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 64 frames  0.04 ms/frame  max 0.25 ms/command  0.1% of wall  (n=128 command over 2.0s)
[virglrs] vrend video: 61 frames  0.04 ms/frame  max 0.12 ms/command  0.1% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 65 frames  0.09 ms/frame  max 2.73 ms/command  0.3% of wall  (n=130 command over 2.0s)
[virglrs] vrend video: 63 frames  0.04 ms/frame  max 0.11 ms/command  0.1% of wall  (n=126 command over 2.0s)
[virglrs] vrend video: 63 frames  0.04 ms/frame  max 0.12 ms/command  0.1% of wall  (n=126 command over 2.0s)
[virglrs] vrend video: 64 frames  0.04 ms/frame  max 0.16 ms/command  0.1% of wall  (n=128 command over 2.0s)
[virglrs] vrend video: 63 frames  0.04 ms/frame  max 0.09 ms/command  0.1% of wall  (n=126 command over 2.0s)
[virglrs] vrend video: 61 frames  0.05 ms/frame  max 0.29 ms/command  0.1% of wall  (n=122 command over 2.0s)
[virglrs] vrend video: 62 frames  0.05 ms/frame  max 0.30 ms/command  0.1% of wall  (n=124 command over 2.0s)
[virglrs] vrend video: 60 frames  0.09 ms/frame  max 3.05 ms/command  0.3% of wall  (n=120 command over 2.0s)
[virglrs] vrend video: 62 frames  0.04 ms/frame  max 0.15 ms/command  0.1% of wall  (n=124 command over 2.0s)
[virglrs] vrend video: 65 frames  0.04 ms/frame  max 0.15 ms/command  0.1% of wall  (n=130 command over 2.0s)
