ts_ms,mem_total_kib,mem_free_kib,mem_available_kib,cached_kib,swap_free_kib,mem_some_avg10,mem_some_total_us,mem_full_avg10,mem_full_total_us,io_some_avg10,io_some_total_us,io_full_avg10,io_full_total_us,pgmajfault,pswpin,pswpout,pgscan_kswapd,pgsteal_kswapd,pgscan_direct,pgsteal_direct,kswapd_cpu_ticks
1786369948220,6036756,5360732,5545564,318440,6036476,0,37,0,6,209,502814,156,411178,275,0,0,0,0,0,0,0
1786369948470,6036756,5360596,5545680,318644,6036476,0,37,0,6,209,525390,156,432993,275,0,0,0,0,0,0,0
1786369948728,6036756,5358476,5543960,318960,6036476,0,37,0,6,209,538812,156,446373,275,0,0,0,0,0,0,0
1786369948981,5774612,5092616,5279124,318960,6036476,0,37,0,6,209,538812,156,446373,275,0,0,0,0,0,0,0
1786369949232,5774612,5094704,5281220,318968,6036476,0,37,0,6,209,538812,156,446373,275,0,0,0,0,0,0,0
1786369949484,5774612,5094704,5281220,318968,6036476,0,37,0,6,262,538812,200,446373,275,0,0,0,0,0,0,0
1786369949736,5774612,5094704,5281220,318968,6036476,0,37,0,6,262,538812,200,446373,275,0,0,0,0,0,0,0
1786369949991,5774612,5094704,5281220,318968,6036476,0,37,0,6,262,538812,200,446373,275,0,0,0,0,0,0,0
1786369950250,5774612,5097320,5283836,318968,6036476,0,37,0,6,262,538812,200,446373,275,0,0,0,0,0,0,0
1786369950508,5774612,5097320,5283836,318968,6036476,0,37,0,6,262,538812,200,446373,275,0,0,0,0,0,0,0
1786369950764,5774612,5097320,5283836,318968,6036476,0,37,0,6,262,538812,200,446373,275,0,0,0,0,0,0,0
1786369951015,5774612,5097320,5283836,318968,6036476,0,37,0,6,262,538812,200,446373,275,0,0,0,0,0,0,0
1786369951268,5580052,4906072,5093348,318968,6036476,0,37,0,6,262,538812,200,446373,275,0,0,0,0,0,0,0
1786369951527,5512468,4833244,5020784,318968,6036476,0,37,0,6,214,538812,164,446373,275,0,0,0,0,0,0,0
1786369951782,5512468,4833244,5020784,318968,6036476,0,37,0,6,214,538812,164,446373,275,0,0,0,0,0,0,0
1786369952037,5512468,4833244,5020784,318968,6036476,0,37,0,6,214,538812,164,446373,275,0,0,0,0,0,0,0
