i,target_us,queued_us,actual_us,headroom_us,missed
76,247289899,247287670,247289900,2229,0
77,247306568,247303503,247306568,3065,0
78,247323236,247320881,247323236,2355,0
79,247339904,247336720,247339905,3184,0
80,247356573,247353482,247356573,3091,0
81,247373241,247370020,247373241,3221,0
82,247389909,247387453,251373643,2456,239
83,251390311,251387209,251390311,3102,0
84,251406979,251404081,251406979,2898,0
85,251423647,251420597,251423648,3050,0
86,251440316,251437979,251440316,2337,0
87,251456984,251454510,251456984,2474,0
88,251473652,251470615,251473653,3037,0
89,251490321,251487198,251490321,3123,0
90,251506989,251502400,251506989,4589,0
91,251523657,251520627,251523658,3030,0
92,251540326,251535532,251540326,4794,0
93,251556994,251554078,251556994,2916,0
94,251573662,251569117,251573663,4545,0
95,251590331,251585809,251590331,4522,0
96,251606999,251602338,251606999,4661,0
97,251623667,251620696,251623668,2971,0
98,251640336,251638271,251640336,2065,0
99,251657004,251653843,251657004,3161,0
100,251673672,251670634,251673673,3038,0
101,251690341,251687249,251690341,3092,0
102,251707009,251704104,251707009,2905,0
103,251723677,251719255,251723678,4422,0
104,251740346,251738049,251740346,2297,0
105,251757014,251752605,251757014,4409,0
106,251773682,251769294,251773683,4388,0
107,251790351,251785978,251790351,4373,0
108,251807019,251804598,251807020,2421,0
109,251823688,251820700,251823688,2988,0
110,251840356,251835581,251840356,4775,0
111,251857024,251853035,251857025,3989,0
112,251873693,251869304,251873693,4389,0
113,251890361,251886099,251890361,4262,0
114,251907029,251902738,251907030,4291,0
115,251923698,251921209,251923698,2489,0
116,251940366,251937245,251940366,3121,0
117,251957034,251952324,251957035,4710,0
118,251973703,251971221,251973703,2482,0
119,251990371,251987281,251990371,3090,0
120,252007039,252004113,252007040,2926,0
121,252023708,252019527,252023708,4181,0
122,252040376,252035821,252040376,4555,0
123,252057044,252054655,252057045,2389,0
124,252073713,252069553,255974104,4160,234
125,255990772,255989596,255990773,1176,0
126,256007441,256004663,256007441,2778,0
127,256024109,256022957,256024109,1152,0
128,256040777,256037755,256040778,3022,0
129,256057446,256055606,256057446,1840,0
130,256074114,256071707,256074114,2407,0
131,256090782,256088662,256090783,2120,0
132,256107451,256105187,256107451,2264,0
133,256124119,256122276,256124119,1843,0
134,256140787,256139696,256140788,1091,0
135,256157456,256154255,256157456,3201,0
136,256174124,256172751,256174124,1373,0
137,256190792,256188669,256190793,2123,0
138,256207461,256205194,256207461,2267,0
139,256224129,256222071,256224129,2058,0
140,256240797,256236765,256240798,4032,0
141,256257466,256254329,256257466,3137,0
142,256274134,256274211,256290803,-77,1
143,256307471,256304178,256307471,3293,0
144,256324139,256322192,256324139,1947,0
145,256340807,256337540,256340808,3267,0
146,256357476,256354824,256357476,2652,0
147,256374144,256374779,256374144,-635,0
148,256390812,256387667,256390813,3145,0
149,256407481,256406607,256407481,874,0
150,256424149,256421248,256424149,2901,0
151,256440817,256436257,256440818,4560,0
152,256457486,256455760,256457486,1726,0
153,256474154,256471693,256474154,2461,0
154,256490822,256488750,256490823,2072,0
155,256507491,256505203,256507491,2288,0
156,256524159,256521604,256524159,2555,0
157,256540827,256538796,256540828,2031,0
158,256557496,256555276,256557496,2220,0
159,256574164,256572346,256574164,1818,0
160,256590832,256588830,256590833,2002,0
161,256607501,256605223,256607501,2278,0
162,256624169,256621647,256624169,2522,0
163,256640837,256638840,256640838,1997,0
164,256657506,256655147,256657506,2359,0
165,256674174,256672795,256674174,1379,0
166,256690842,256687168,256690843,3674,0
167,256707511,256702636,260657908,4875,237
168,260674576,260673356,260674576,1220,0
169,260691244,260688722,260691244,2522,0
170,260707912,260705969,260707913,1943,0
171,260724581,260723303,260724581,1278,0
172,260741249,260738303,260741249,2946,0
173,260757917,260755789,260757918,2128,0
174,260774586,260774825,260774586,-239,0
175,260791254,260788407,260791254,2847,0
176,260807922,260805760,260807923,2162,0
177,260824591,260822515,260824591,2076,0
178,260841259,260838739,260841259,2520,0
179,260857927,260855984,260857928,1943,0
180,260874596,260872353,260874596,2243,0
181,260891264,260888792,260891264,2472,0
182,260907932,260905950,260907933,1982,0
183,260924601,260922372,260924601,2229,0
184,260941269,260938809,260941269,2460,0
185,260957937,260955947,260957938,1990,0
186,260974606,260972385,260974606,2221,0
187,260991274,260991513,261007943,-239,1
188,261024611,261024507,261024611,104,0
189,261041279,261037919,261041279,3360,0
190,261057947,261058017,261074616,-70,1
191,261091284,261087861,261091284,3423,0
192,261107952,261108071,261124621,-119,1
193,261141289,261139452,261141289,1837,0
194,261157957,261158529,261174626,-572,1
195,261191294,261187852,261191294,3442,0
196,261207962,261208054,261224631,-92,1
197,261241299,261240549,261241299,750,0
198,261257967,261257966,261274636,1,1
199,261291304,261287914,261291304,3390,0
200,261307972,261308057,261324641,-85,1
201,261341309,261337881,261341309,3428,0
202,261357977,261353292,261357978,4685,0
203,261374646,261374548,261374646,98,0
204,261391314,261392052,261407983,-738,1
205,261424651,261421380,261424651,3271,0
206,261441319,261441541,261457988,-222,1
207,261474656,261471566,261474656,3090,0
208,261491324,261491631,261507993,-307,1
209,261524661,261522429,261524661,2232,0
210,261541329,261541456,265408384,-127,232
211,265425052,265424105,265425052,947,0
212,265441720,265442075,265458389,-355,1
213,265475057,265472150,265475057,2907,0
214,265491725,265492248,265508394,-523,1
215,265525062,265521503,265525063,3559,0
216,265541731,265541554,265541731,177,0
217,265558399,265559192,265575068,-793,1
218,265591736,265588592,265591736,3144,0
219,265608404,265607983,265608404,421,0
220,265625072,265625644,265641741,-572,1
221,265658409,265653886,265658409,4523,0
222,265675077,265673507,265675078,1570,0
223,265691746,265692159,265708414,-413,1
224,265725082,265723217,265725083,1865,0
225,265741751,265737009,265741751,4742,0
226,265758419,265755857,265758419,2562,0
227,265775087,265772531,265775088,2556,0
228,265791756,265791533,265791756,223,0
229,265808424,265809237,265825093,-813,1
230,265841761,265838633,265841761,3128,0
231,265858429,265855963,265858429,2466,0
232,265875097,265872012,265875098,3085,0
233,265891766,265892273,265908434,-507,1
234,265925102,265922675,265925103,2427,0
235,265941771,265941554,265941771,217,0
236,265958439,265958450,265975108,-11,1
237,265991776,265988031,265991776,3745,0
238,266008444,266006944,266008444,1500,0
239,266025112,266021738,266025113,3374,0
240,266041781,266041715,266041781,66,0
241,266058449,266055530,266058449,2919,0
242,266075117,266075220,266091786,-103,1
243,266108454,266105175,266108454,3279,0
244,266125122,266125191,266141791,-69,1
245,266158459,266155174,266158459,3285,0
246,266175127,266175192,266191796,-65,1
247,266208464,266205201,266208464,3263,0
248,266225132,266225033,266225133,99,0
249,266241801,266242119,266258469,-318,1
250,266275137,266272955,266275138,2182,0
251,266291806,266289676,266291806,2130,0
252,266308474,266308763,270008846,-289,222
253,270025514,270023721,270025514,1793,0
254,270042182,270042224,270058851,-42,1
255,270075519,270075736,270092187,-217,1
256,270108855,270103950,270108856,4905,0
257,270125524,270124767,270125524,757,0
258,270142192,270142889,270158861,-697,1
259,270175529,270175819,270192197,-290,1
260,270208865,270205313,270208866,3552,0
261,270225534,270221212,270225534,4322,0
262,270242202,270242240,270258871,-38,1
263,270275539,270272324,270275539,3215,0
264,270292207,270292376,270308876,-169,1
265,270325544,270325802,270342212,-258,1
266,270358880,270358714,270358881,166,0
267,270375549,270376450,270392217,-901,1
268,270408885,270405847,270408886,3038,0
269,270425554,270422782,270425554,2772,0
270,270442222,270442413,270458891,-191,1
271,270475559,270472369,270475559,3190,0
272,270492227,270490522,270492228,1705,0
273,270508896,270504928,270508896,3968,0
274,270525564,270521846,270525564,3718,0
275,270542232,270539353,270542233,2879,0
276,270558901,270556864,270558901,2037,0
277,270575569,270573437,270575569,2132,0
278,270592237,270590511,270592238,1726,0
279,270608906,270606961,270608906,1945,0
280,270625574,270620951,270625574,4623,0
281,270642242,270640439,270642243,1803,0
282,270658911,270659441,270675579,-530,1
283,270692247,270689713,270692248,2534,0
284,270708916,270708817,270708916,99,0
285,270725584,270724025,270725584,1559,0
286,270742252,270742282,270758921,-30,1
287,270775589,270774753,270775589,836,0
288,270792257,270792985,270808926,-728,1
289,270825594,270820791,270825594,4803,0
290,270842262,270841346,270842263,916,0
291,270858931,270855056,270858931,3875,0
292,270875599,270874778,270875599,821,0
293,270892267,270892547,270908936,-280,1
294,270925604,270923848,270925604,1756,0
295,270942272,270941033,274742654,1239,228
296,274759322,274755866,274759322,3456,0
297,274775990,274771692,274775991,4298,0
298,274792659,274788641,274792659,4018,0
299,274809327,274808960,274809327,367,0
