# mode=gap n=10 gap=6.0s card=/dev/dri/card0
seq,vbl_us,ret_us
7483,125945715,125945768
7844,131963833,131967388
8205,137986307,137987433
8566,144004753,144006054
8927,150027895,150031920
9289,156053807,156054477
9649,162053579,162054933
10010,168072153,168073146
10371,174094237,174097899
10732,180115123,180118066
